sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Amyris_ignea,37,15,22,Points-PointsKO-Adjacents,275
Amyris_lineata,4,4,0,Points-PointsKO-Adjacents,35
Amyris_macrocarpa,37,22,15,Alphahull-PointsKO-Adjacents,637
Amyris_magnifolia,9,1,8,Points-PointsKO-Adjacents,42
Amyris_oblanceolata,8,1,7,Points-PointsKO-Adjacents,67
Amyris_pinnata,173,112,61,Alphahull-PointsKO-Adjacents,2957
Amyris_polymorpha,0,0,0,NA,0
Amyris_purpusii,12,0,12,Points-PointsKO-Adjacents,48
Amyris_rekoi,22,6,16,Points-PointsKO-Adjacents,115
Amyris_rhomboidea,5,4,1,Points-PointsKO-Adjacents,43
Amyris_thyrsiflora,15,7,8,Points-PointsKO-Adjacents,77
Amyris_vestita,9,4,5,Points-PointsKO-Adjacents,57
Amyxa_pluricornis,15,9,6,Points-PointsKO-Adjacents,123
Anacardium_amapaense,8,0,8,Points-PointsKO-Adjacents,63
Anacardium_caracolii,0,0,0,NA,0
Anacardium_curatellifolium,10,3,7,Points-PointsKO-Adjacents,84
Anacardium_excelsum,480,404,76,Alphahull-PointsKO-Adjacents,7664
Anacardium_fruticosum,10,8,2,Points-PointsKO-Adjacents,19
Anacardium_giganteum,335,0,335,Points-PointsKO-Adjacents,2681
Anacardium_humile,351,281,70,Alphahull-PointsKO-Adjacents,21646
Anacardium_kuhlmannianum,49,12,37,Points-PointsKO-Adjacents,362
Anacardium_microsepalum,21,4,17,Points-PointsKO-Adjacents,163
Anacardium_negrense,5,4,1,Points-PointsKO-Adjacents,39
Anacardium_occidentale,1557,1312,245,Alphahull-PointsKO-Adjacents,99144
Anacardium_othonianum,67,0,67,Points-PointsKO-Adjacents,489
Anacardium_parvifolium,64,29,35,Alphahull-PointsKO-Adjacents,1382
Anacardium_rondonianum,49,12,37,Points-PointsKO-Adjacents,362
Anacardium_spruceanum,182,131,51,Alphahull-PointsKO-Adjacents,20811
Anacardium_tenuifolium,10,0,10,Points-PointsKO-Adjacents,72
Anacolosa_casearioides,34,15,19,Points-PointsKO-Adjacents,201
Anacolosa_cauliflora,0,0,0,NA,0
Anacolosa_clarkii,3,3,0,Points-PointsKO-Adjacents,27
Anacolosa_crassipes,NA,NA,NA,NA,NA
Anacolosa_densiflora,1,1,0,Points-PointsKO-Adjacents,9
Anacolosa_frutescens,27,7,20,Points-PointsKO-Adjacents,214
Anacolosa_glochidiiformis,3,3,0,Points-PointsKO-Adjacents,14
Anacolosa_griffithii,2,2,0,Points-PointsKO-Adjacents,18
Anacolosa_ilicoides,2,2,0,Points-PointsKO-Adjacents,18
Anacolosa_insularis,2,2,0,Points-PointsKO-Adjacents,12
Anacolosa_lutea,1,1,0,Points-PointsKO-Adjacents,7
Anacolosa_papuana,16,0,16,Points-PointsKO-Adjacents,117
Anacolosa_pervilleana,82,59,23,Alphahull-PointsKO-Adjacents,1243
Anacolosa_poilanei,1,1,0,Points-PointsKO-Adjacents,9
Anadenanthera_colubrina,2426,2261,165,Alphahull-PointsKO-Adjacents,62480
Anadenanthera_peregrina,1878,1671,207,Alphahull-PointsKO-Adjacents,69751
Anagyris_foetida,820,591,229,Alphahull-PointsKO-Adjacents,3895
Anakasia_simplicifolia,1,1,0,Points-PointsKO-Adjacents,9
Anastrabe_integerrima,31,18,13,Points-PointsKO-Adjacents,249
Anastraphia_buchii,1,0,1,Points-PointsKO-Adjacents,8
Anastraphia_picardae,0,0,0,NA,0
Anaxagorea_acuminata,254,194,60,Alphahull-PointsKO-Adjacents,25233
Anaxagorea_allenii,64,47,17,Alphahull-PointsKO-Adjacents,636
Anaxagorea_angustifolia,8,2,6,Points-PointsKO-Adjacents,68
Anaxagorea_borneensis,5,5,0,Points-PointsKO-Adjacents,43
Anaxagorea_brachycarpa,120,0,120,Points-PointsKO-Adjacents,765
Anaxagorea_brevipedicellata,17,10,7,Points-PointsKO-Adjacents,137
Anaxagorea_brevipes,432,338,94,Alphahull-PointsKO-Adjacents,47191
Anaxagorea_crassipetala,213,167,46,Alphahull-PointsKO-Adjacents,2292
Anaxagorea_dolichocarpa,1082,918,164,Alphahull-PointsKO-Adjacents,80878
Anaxagorea_floribunda,15,0,15,Points-PointsKO-Adjacents,105
Anaxagorea_gigantophylla,23,11,12,Points-PointsKO-Adjacents,157
Anaxagorea_guatemalensis,39,26,13,Alphahull-PointsKO-Adjacents,389
Anaxagorea_javanica,36,11,25,Points-PointsKO-Adjacents,249
Anaxagorea_luzonensis,27,0,27,Points-PointsKO-Adjacents,211
Anaxagorea_macrantha,7,2,5,Points-PointsKO-Adjacents,63
Anaxagorea_manausensis,21,5,16,Points-PointsKO-Adjacents,160
Anaxagorea_pachypetala,8,2,6,Points-PointsKO-Adjacents,72
Anaxagorea_panamensis,18,8,10,Points-PointsKO-Adjacents,99
Anaxagorea_petiolata,79,63,16,Alphahull-PointsKO-Adjacents,2882
Anaxagorea_phaeocarpa,44,31,13,Alphahull-PointsKO-Adjacents,187
Anaxagorea_prinoides,67,36,31,Alphahull-PointsKO-Adjacents,3535
Anaxagorea_rufa,118,90,28,Alphahull-PointsKO-Adjacents,4122
Anaxagorea_silvatica,30,18,12,Points-PointsKO-Adjacents,215
Ancistrocarpus_bequaertii,32,19,13,Points-PointsKO-Adjacents,218
Ancistrocarpus_densispinosus,116,86,30,Alphahull-PointsKO-Adjacents,2337
Ancylobothrys_pyriformis,1,1,0,Points-PointsKO-Adjacents,9
Andeimalva_machupicchensis,3,3,0,Points-PointsKO-Adjacents,27
Andinocleome_magnifica,58,39,19,Alphahull-PointsKO-Adjacents,1939
Andira_anthelmia,256,176,80,Alphahull-PointsKO-Adjacents,3480
Andira_carvalhoi,28,16,12,Points-PointsKO-Adjacents,94
Andira_chigorodensis,7,3,4,Points-PointsKO-Adjacents,57
Andira_cordata,147,122,25,Alphahull-PointsKO-Adjacents,6492
Andira_coriacea,31,22,9,Alphahull-PointsKO-Adjacents,734
Andira_cubensis,12,1,11,Points-PointsKO-Adjacents,99
Andira_cujabensis,443,407,36,Alphahull-PointsKO-Adjacents,20066
Andira_fraxinifolia,1375,1,1374,Points-PointsKO-Adjacents,7016
Andira_galeottiana,82,0,82,Points-PointsKO-Adjacents,404
Andira_grandistipula,11,6,5,Points-PointsKO-Adjacents,64
Andira_humilis,256,189,67,Alphahull-PointsKO-Adjacents,11980
Andira_inermis,357,252,105,Alphahull-PointsKO-Adjacents,51705
Andira_jaliscensis,5,5,0,Points-PointsKO-Adjacents,35
Andira_legalis,184,127,57,Alphahull-PointsKO-Adjacents,2683
Andira_macrocarpa,5,5,0,Points-PointsKO-Adjacents,36
Andira_macrothyrsa,33,9,24,Points-PointsKO-Adjacents,249
Andira_marauensis,15,6,9,Points-PointsKO-Adjacents,73
Andira_micrantha,48,25,23,Alphahull-PointsKO-Adjacents,932
Andira_multistipula,21,10,11,Points-PointsKO-Adjacents,152
Andira_nitida,296,216,80,Alphahull-PointsKO-Adjacents,1492
Andira_ormosioides,155,119,36,Alphahull-PointsKO-Adjacents,5678
Andira_parviflora,64,38,26,Alphahull-PointsKO-Adjacents,1319
Andira_praecox,9,2,7,Points-PointsKO-Adjacents,77
Andira_surinamensis,476,374,102,Alphahull-PointsKO-Adjacents,46285
Andira_taurotesticulata,121,104,17,Alphahull-PointsKO-Adjacents,3422
Andira_tervequinata,6,2,4,Points-PointsKO-Adjacents,52
Andira_trifoliolata,66,47,19,Alphahull-PointsKO-Adjacents,3509
Andira_unifoliolata,40,22,18,Alphahull-PointsKO-Adjacents,1169
Andira_vermifuga,688,618,70,Alphahull-PointsKO-Adjacents,30033
Andradea_floribunda,68,51,17,Alphahull-PointsKO-Adjacents,1521
Andreadoxa_flava,9,4,5,Points-PointsKO-Adjacents,29
Commersonia_perkinsiana,1,1,0,Points-PointsKO-Adjacents,7
Commersonia_rossii,47,38,9,Alphahull-PointsKO-Adjacents,193
Androcalymma_glabrifolium,7,0,7,Points-PointsKO-Adjacents,49
Androsiphonia_adenostegia,66,47,19,Alphahull-PointsKO-Adjacents,1076
Androstachys_johnsonii,23,12,11,Points-PointsKO-Adjacents,168
Androtium_astylum,3,0,3,Points-PointsKO-Adjacents,27
Androya_decaryi,13,5,8,Points-PointsKO-Adjacents,90
Aneulophus_africanus,61,43,18,Alphahull-PointsKO-Adjacents,1481
Angophora_bakeri,988,0,988,Points-PointsKO-Adjacents,497
Angophora_costata,3263,2710,553,Alphahull-PointsKO-Adjacents,4732
Angophora_euryphylla,106,96,10,Alphahull-PointsKO-Adjacents,159
Angophora_exul,7,4,3,Points-PointsKO-Adjacents,15
Angophora_floribunda,6373,6003,370,Alphahull-PointsKO-Adjacents,7056
Angophora_hispida,674,0,674,Points-PointsKO-Adjacents,243
Angophora_inopina,175,150,25,Alphahull-PointsKO-Adjacents,96
Angophora_melanoxylon,182,163,19,Alphahull-PointsKO-Adjacents,2387
Angophora_robur,185,175,10,Alphahull-PointsKO-Adjacents,82
Angophora_subvelutina,1120,1029,91,Alphahull-PointsKO-Adjacents,3213
Angophora_woodsiana,395,0,395,Points-PointsKO-Adjacents,432
Angostura_alipes,4,4,0,Points-PointsKO-Adjacents,36
Angostura_bracteata,95,66,29,Alphahull-PointsKO-Adjacents,1194
Angostura_granulosa,87,75,12,Alphahull-PointsKO-Adjacents,848
Angostura_longiflora,56,0,56,Points-PointsKO-Adjacents,398
Angostura_ossana,1,1,0,Points-PointsKO-Adjacents,9
Angostura_quinquefolia,16,4,12,Points-PointsKO-Adjacents,135
Angostura_resinosa,58,24,34,Alphahull-PointsKO-Adjacents,490
Angostura_silvestris,7,0,7,Points-PointsKO-Adjacents,56
Angostura_simplex,5,5,0,Points-PointsKO-Adjacents,45
Angostura_trifoliata,46,31,15,Alphahull-PointsKO-Adjacents,928
Angostylis_longifolia,7,1,6,Points-PointsKO-Adjacents,57
Angostylis_tabulamontana,1,1,0,Points-PointsKO-Adjacents,9
Angylocalyx_boutiqueanus,21,11,10,Points-PointsKO-Adjacents,168
Angylocalyx_braunii,42,26,16,Alphahull-PointsKO-Adjacents,337
Angylocalyx_oligophyllus,234,190,44,Alphahull-PointsKO-Adjacents,3062
Angylocalyx_pynaertii,60,34,26,Alphahull-PointsKO-Adjacents,2788
Angylocalyx_talbotii,15,0,15,Points-PointsKO-Adjacents,101
Aniba_affinis,112,66,46,Alphahull-PointsKO-Adjacents,3305
Aniba_bracteata,22,8,14,Points-PointsKO-Adjacents,87
Aniba_burchellii,92,52,40,Alphahull-PointsKO-Adjacents,4234
Aniba_canellila,77,33,44,Alphahull-PointsKO-Adjacents,1493
Aniba_cinnamomiflora,37,13,24,Points-PointsKO-Adjacents,250
Aniba_citrifolia,144,85,59,Alphahull-PointsKO-Adjacents,15924
Aniba_coto,86,55,31,Alphahull-PointsKO-Adjacents,768
Aniba_cylindriflora,113,59,54,Alphahull-PointsKO-Adjacents,11033
Aniba_desertorum,109,86,23,Alphahull-PointsKO-Adjacents,8019
Aniba_excelsa,15,5,10,Points-PointsKO-Adjacents,111
Aniba_ferrea,16,0,16,Points-PointsKO-Adjacents,94
Aniba_ferruginea,4,4,0,Points-PointsKO-Adjacents,27
Aniba_firmula,645,567,78,Alphahull-PointsKO-Adjacents,7331
Aniba_guianensis,311,230,81,Alphahull-PointsKO-Adjacents,36112
Aniba_heringeri,184,136,48,Alphahull-PointsKO-Adjacents,13038
Aniba_heterotepala,9,3,6,Points-PointsKO-Adjacents,50
Aniba_hostmanniana,307,218,89,Alphahull-PointsKO-Adjacents,37216
Aniba_hypoglauca,17,9,8,Points-PointsKO-Adjacents,132
Aniba_intermedia,75,47,28,Alphahull-PointsKO-Adjacents,1006
Aniba_jenmanii,18,11,7,Points-PointsKO-Adjacents,110
Aniba_kappleri,34,13,21,Points-PointsKO-Adjacents,251
Aniba_lancifolia,6,2,4,Points-PointsKO-Adjacents,26
Aniba_megaphylla,174,100,74,Alphahull-PointsKO-Adjacents,7441
Aniba_muca,140,94,46,Alphahull-PointsKO-Adjacents,1148
Aniba_novogranatensis,7,2,5,Points-PointsKO-Adjacents,61
Aniba_panurensis,402,306,96,Alphahull-PointsKO-Adjacents,45857
Aniba_parviflora,85,51,34,Alphahull-PointsKO-Adjacents,2987
Aniba_pedicellata,0,0,0,NA,0
Aniba_percoriacea,9,5,4,Points-PointsKO-Adjacents,33
Aniba_permollis,20,2,18,Points-PointsKO-Adjacents,170
Aniba_perutilis,114,78,36,Alphahull-PointsKO-Adjacents,4515
Aniba_pilosa,3,3,0,Points-PointsKO-Adjacents,27
Aniba_puchury-minor,195,149,46,Alphahull-PointsKO-Adjacents,17703
Aniba_ramageana,6,0,6,Points-PointsKO-Adjacents,29
Aniba_riparia,141,66,75,Alphahull-PointsKO-Adjacents,6263
Aniba_robusta,16,7,9,Points-PointsKO-Adjacents,121
Aniba_rosaeodora,53,23,30,Alphahull-PointsKO-Adjacents,3239
Aniba_santalodora,9,5,4,Points-PointsKO-Adjacents,31
Aniba_sulcata,NA,NA,NA,NA,NA
Aniba_taubertiana,227,154,73,Alphahull-PointsKO-Adjacents,10617
Aniba_terminalis,31,9,22,Points-PointsKO-Adjacents,224
Aniba_vaupesiana,3,3,0,Points-PointsKO-Adjacents,27
Aniba_venezuelana,60,40,20,Alphahull-PointsKO-Adjacents,393
Aniba_viridis,104,72,32,Alphahull-PointsKO-Adjacents,2705
Aniba_vulcanicola,4,4,0,Points-PointsKO-Adjacents,28
Aniba_williamsii,143,76,67,Alphahull-PointsKO-Adjacents,9199
Anisocapparis_speciosa,227,200,27,Alphahull-PointsKO-Adjacents,11665
Anisodontea_julii,28,16,12,Points-PointsKO-Adjacents,251
Anisophyllea_apetala,3,0,3,Points-PointsKO-Adjacents,27
Anisophyllea_beccariana,1,0,1,Points-PointsKO-Adjacents,9
Anisophyllea_boehmii,9,4,5,Points-PointsKO-Adjacents,68
Anisophyllea_cabole,3,3,0,Points-PointsKO-Adjacents,12
Anisophyllea_chartacea,NA,NA,NA,NA,NA
Anisophyllea_cinnamomoides,1,1,0,Points-PointsKO-Adjacents,9
Anisophyllea_corneri,10,1,9,Points-PointsKO-Adjacents,69
Anisophyllea_curtisii,NA,NA,NA,NA,NA
Anisophyllea_disticha,19,3,16,Points-PointsKO-Adjacents,155
Anisophyllea_fallax,51,25,26,Alphahull-PointsKO-Adjacents,500
Anisophyllea_ferruginea,8,1,7,Points-PointsKO-Adjacents,66
Anisophyllea_globosa,NA,NA,NA,NA,NA
Anisophyllea_grandis,0,0,0,NA,0
Anisophyllea_griffithii,1,1,0,Points-PointsKO-Adjacents,9
Anisophyllea_guianensis,8,2,6,Points-PointsKO-Adjacents,68
Anisophyllea_impressinervia,0,0,0,NA,0
Anisophyllea_ismailii,2,1,1,Points-PointsKO-Adjacents,18
Anisophyllea_laurina,27,0,27,Points-PointsKO-Adjacents,146
Anisophyllea_manausensis,15,0,15,Points-PointsKO-Adjacents,102
Anisophyllea_meniaudii,35,16,19,Points-PointsKO-Adjacents,274
Anisophyllea_myriosticta,3,3,0,Points-PointsKO-Adjacents,27
Anisophyllea_nitida,NA,NA,NA,NA,NA
Anisophyllea_obtusifolia,6,2,4,Points-PointsKO-Adjacents,24
Anisophyllea_penninervata,NA,NA,NA,NA,NA
Anisophyllea_polyneura,59,41,18,Alphahull-PointsKO-Adjacents,1086
Anisophyllea_pomifera,9,0,9,Points-PointsKO-Adjacents,63
Anisophyllea_purpurascens,111,90,21,Alphahull-PointsKO-Adjacents,1353
Anisophyllea_reticulata,NA,NA,NA,NA,NA
Anisophyllea_scortechinii,3,3,0,Points-PointsKO-Adjacents,18
Anisophyllea_sororia,25,11,14,Points-PointsKO-Adjacents,119
Anisoptera_aurea,0,0,0,NA,0
Anisoptera_costata,13,1,12,Points-PointsKO-Adjacents,95
Anisoptera_curtisii,0,0,0,NA,0
Anisoptera_grossivenia,2,0,2,Points-PointsKO-Adjacents,9
Anisoptera_laevis,2,0,2,Points-PointsKO-Adjacents,18
Anisoptera_marginata,2,0,2,Points-PointsKO-Adjacents,18
Anisoptera_megistocarpa,0,0,0,NA,0
Anisoptera_reticulata,0,0,0,NA,0
Anisoptera_scaphula,0,0,0,NA,0
Anisoptera_thurifera,118,81,37,Alphahull-PointsKO-Adjacents,4670
Anisotes_guineensis,7,5,2,Points-PointsKO-Adjacents,48
Anisotes_ukambensis,1,1,0,Points-PointsKO-Adjacents,9
Annesijoa_novoguineensis,8,3,5,Points-PointsKO-Adjacents,62
Anneslea_donnaiensis,0,0,0,NA,0
Anneslea_fragrans,104,0,104,Points-PointsKO-Adjacents,747
Anneslea_paradoxa,NA,NA,NA,NA,NA
Anneslea_steenisii,0,0,0,NA,0
Annickia_affinis,75,54,21,Alphahull-PointsKO-Adjacents,2409
Annickia_ambigua,29,13,16,Points-PointsKO-Adjacents,189
Annickia_atrocyanescens,14,3,11,Points-PointsKO-Adjacents,104
Annickia_chlorantha,125,0,125,Points-PointsKO-Adjacents,759
Annickia_kummeriae,0,0,0,NA,0
Annickia_kwiluensis,5,5,0,Points-PointsKO-Adjacents,39
Annickia_lebrunii,9,3,6,Points-PointsKO-Adjacents,63
Annickia_le-testui,7,4,3,Points-PointsKO-Adjacents,63
Annickia_olivacea,14,3,11,Points-PointsKO-Adjacents,104
Annickia_pilosa,16,0,16,Points-PointsKO-Adjacents,122
Annickia_polycarpa,84,55,29,Alphahull-PointsKO-Adjacents,2174
Annona_acutiflora,63,35,28,Alphahull-PointsKO-Adjacents,466
Annona_acutifolia,1,1,0,Points-PointsKO-Adjacents,9
Annona_amazonica,114,46,68,Alphahull-PointsKO-Adjacents,2126
Annona_ambotay,389,327,62,Alphahull-PointsKO-Adjacents,47051
Annona_andicola,33,17,16,Points-PointsKO-Adjacents,223
Annona_angustifolia,6,0,6,Points-PointsKO-Adjacents,54
Annona_annonoides,19,1,18,Points-PointsKO-Adjacents,164
Annona_asplundiana,12,4,8,Points-PointsKO-Adjacents,93
Annona_atabapensis,5,5,0,Points-PointsKO-Adjacents,45
Annona_aurantiaca,94,70,24,Alphahull-PointsKO-Adjacents,4679
Annona_bahiensis,54,36,18,Alphahull-PointsKO-Adjacents,551
Annona_bicolor,10,6,4,Points-PointsKO-Adjacents,56
Annona_billbergii,2,2,0,Points-PointsKO-Adjacents,18
Annona_boliviana,45,35,10,Alphahull-PointsKO-Adjacents,292
Annona_bullata,10,1,9,Points-PointsKO-Adjacents,80
Annona_burchellii,3,3,0,Points-PointsKO-Adjacents,26
Annona_cacans,655,577,78,Alphahull-PointsKO-Adjacents,15814
Annona_calcarata,12,7,5,Points-PointsKO-Adjacents,97
Annona_centrantha,32,13,19,Points-PointsKO-Adjacents,254
Annona_cercocarpa,8,2,6,Points-PointsKO-Adjacents,64
Annona_cherimola,537,427,110,Alphahull-PointsKO-Adjacents,7404
Annona_conica,10,7,3,Points-PointsKO-Adjacents,65
Annona_cordifolia,19,8,11,Points-PointsKO-Adjacents,138
Annona_coriacea,1022,946,76,Alphahull-PointsKO-Adjacents,39970
Annona_crassiflora,630,568,62,Alphahull-PointsKO-Adjacents,26145
Annona_crassivenia,4,4,0,Points-PointsKO-Adjacents,29
Annona_cristalensis,4,4,0,Points-PointsKO-Adjacents,31
Annona_crotonifolia,12,5,7,Points-PointsKO-Adjacents,81
Annona_cubensis,1,1,0,Points-PointsKO-Adjacents,9
Annona_cuspidata,189,125,64,Alphahull-PointsKO-Adjacents,14313
Annona_danforthii,37,18,19,Points-PointsKO-Adjacents,261
Annona_deceptrix,9,3,6,Points-PointsKO-Adjacents,76
Annona_deminuta,22,6,16,Points-PointsKO-Adjacents,158
Annona_densicoma,93,46,47,Alphahull-PointsKO-Adjacents,3537
Annona_dioica,232,170,62,Alphahull-PointsKO-Adjacents,14220
Annona_dolabripetala,642,568,74,Alphahull-PointsKO-Adjacents,7620
Annona_dolichopetala,59,44,15,Alphahull-PointsKO-Adjacents,615
Annona_dolichophylla,18,5,13,Points-PointsKO-Adjacents,149
Annona_domingensis,11,4,7,Points-PointsKO-Adjacents,80
Annona_duckei,97,76,21,Alphahull-PointsKO-Adjacents,3069
Annona_dumetorum,12,5,7,Points-PointsKO-Adjacents,73
Annona_echinata,26,4,22,Points-PointsKO-Adjacents,197
Annona_ecuadorensis,0,0,0,NA,0
Annona_edulis,46,21,25,Alphahull-PointsKO-Adjacents,607
Annona_ekmanii,2,2,0,Points-PointsKO-Adjacents,18
Annona_elliptica,3,3,0,Points-PointsKO-Adjacents,26
Annona_emarginata,812,705,107,Alphahull-PointsKO-Adjacents,32005
Annona_excellens,88,48,40,Alphahull-PointsKO-Adjacents,10497
Annona_exsucca,730,638,92,Alphahull-PointsKO-Adjacents,55453
Annona_fendleri,23,11,12,Points-PointsKO-Adjacents,186
Annona_ferruginea,1,1,0,Points-PointsKO-Adjacents,9
Annona_foetida,163,108,55,Alphahull-PointsKO-Adjacents,19084
Annona_fosteri,19,9,10,Points-PointsKO-Adjacents,132
Annona_frutescens,0,0,0,NA,0
Annona_gardneri,8,2,6,Points-PointsKO-Adjacents,57
Annona_gigantophylla,22,0,22,Points-PointsKO-Adjacents,152
Annona_glabra,1056,714,342,Alphahull-PointsKO-Adjacents,27414
Annona_glomerulifera,28,13,15,Points-PointsKO-Adjacents,199
Annona_gracilis,1,1,0,Points-PointsKO-Adjacents,7
Annona_haematantha,20,12,8,Points-PointsKO-Adjacents,156
Annona_havanensis,3,3,0,Points-PointsKO-Adjacents,25
Annona_hayesii,20,9,11,Points-PointsKO-Adjacents,53
Annona_helosioides,9,4,5,Points-PointsKO-Adjacents,40
Annona_herzogii,72,51,21,Alphahull-PointsKO-Adjacents,1971
Annona_hispida,26,7,19,Points-PointsKO-Adjacents,221
Annona_holosericea,69,55,14,Alphahull-PointsKO-Adjacents,997
Annona_humilis,4,4,0,Points-PointsKO-Adjacents,36
Annona_hypoglauca,409,334,75,Alphahull-PointsKO-Adjacents,37773
Annona_hystricoides,NA,NA,NA,NA,NA
Annona_impressivenia,85,37,48,Alphahull-PointsKO-Adjacents,511
Annona_inconformis,11,4,7,Points-PointsKO-Adjacents,63
Annona_insignis,38,14,24,Points-PointsKO-Adjacents,319
Annona_ionophylla,2,2,0,Points-PointsKO-Adjacents,18
Annona_iquitensis,3,3,0,Points-PointsKO-Adjacents,27
Annona_jahnii,144,103,41,Alphahull-PointsKO-Adjacents,5638
Annona_jamaicensis,4,4,0,Points-PointsKO-Adjacents,29
Annona_jucunda,67,42,25,Alphahull-PointsKO-Adjacents,4912
Annona_leptopetala,564,527,37,Alphahull-PointsKO-Adjacents,11422
Annona_liebmanniana,58,36,22,Alphahull-PointsKO-Adjacents,920
Annona_longipes,4,2,2,Points-PointsKO-Adjacents,23
Annona_macrocalyx,8,0,8,Points-PointsKO-Adjacents,72
Annona_macroprophyllata,72,39,33,Alphahull-PointsKO-Adjacents,2805
Annona_mammifera,7,0,7,Points-PointsKO-Adjacents,63
Annona_manabiensis,5,1,4,Points-PointsKO-Adjacents,35
Annona_maritima,34,15,19,Points-PointsKO-Adjacents,231
Annona_micrantha,0,0,0,NA,0
Annona_moaensis,1,1,0,Points-PointsKO-Adjacents,7
Annona_montana,786,562,224,Alphahull-PointsKO-Adjacents,76413
Annona_mucosa,1001,773,228,Alphahull-PointsKO-Adjacents,42092
Annona_muricata,557,408,149,Alphahull-PointsKO-Adjacents,22144
Annona_neglecta,87,57,30,Alphahull-PointsKO-Adjacents,1596
Annona_neoamazonica,6,0,6,Points-PointsKO-Adjacents,32
Annona_neochrysocarpa,27,13,14,Points-PointsKO-Adjacents,189
Annona_neoecuadoarensis,8,4,4,Points-PointsKO-Adjacents,63
Annona_neoelliptica,7,3,4,Points-PointsKO-Adjacents,42
Annona_neoinsignis,77,35,42,Alphahull-PointsKO-Adjacents,882
Annona_neosalicifolia,294,261,33,Alphahull-PointsKO-Adjacents,10267
Annona_neosericea,252,207,45,Alphahull-PointsKO-Adjacents,2276
Annona_neoulei,59,38,21,Alphahull-PointsKO-Adjacents,1251
Annona_neovelutina,7,0,7,Points-PointsKO-Adjacents,54
Annona_nipensis,1,1,0,Points-PointsKO-Adjacents,9
Annona_nutans,206,176,30,Alphahull-PointsKO-Adjacents,9954
Annona_oblongifolia,0,0,0,NA,0
Annona_oligocarpa,44,32,12,Alphahull-PointsKO-Adjacents,1070
Annona_pachyantha,9,6,3,Points-PointsKO-Adjacents,43
Annona_palmeri,10,2,8,Points-PointsKO-Adjacents,60
Annona_paludosa,190,130,60,Alphahull-PointsKO-Adjacents,8096
Annona_papilionella,344,267,77,Alphahull-PointsKO-Adjacents,17181
Annona_paraensis,1,1,0,Points-PointsKO-Adjacents,9
Annona_parviflora,0,0,0,NA,0
Annona_pickelii,107,0,107,Points-PointsKO-Adjacents,459
Annona_pittieri,65,57,8,Alphahull-PointsKO-Adjacents,334
Annona_poeppigii,2,2,0,Points-PointsKO-Adjacents,18
Annona_praetermissa,3,3,0,Points-PointsKO-Adjacents,19
Annona_prevostiae,10,4,6,Points-PointsKO-Adjacents,67
Annona_punicifolia,7,2,5,Points-PointsKO-Adjacents,54
Annona_purpurea,332,246,86,Alphahull-PointsKO-Adjacents,10169
Annona_quinduensis,92,76,16,Alphahull-PointsKO-Adjacents,1083
Annona_rensoniana,227,172,55,Alphahull-PointsKO-Adjacents,2728
Annona_reticulata,552,450,102,Alphahull-PointsKO-Adjacents,11767
Annona_rigida,4,4,0,Points-PointsKO-Adjacents,36
Annona_rosei,14,8,6,Points-PointsKO-Adjacents,93
Annona_rufinervis,5,5,0,Points-PointsKO-Adjacents,45
Annona_rugulosa,265,234,31,Alphahull-PointsKO-Adjacents,4440
Annona_salicifolia,1,1,0,Points-PointsKO-Adjacents,7
Annona_salzmannii,181,131,50,Alphahull-PointsKO-Adjacents,1557
Annona_scandens,25,8,17,Points-PointsKO-Adjacents,200
Annona_schunkei,23,8,15,Points-PointsKO-Adjacents,170
Annona_scleroderma,63,42,21,Alphahull-PointsKO-Adjacents,1130
Annona_sclerophylla,7,2,5,Points-PointsKO-Adjacents,36
Annona_senegalensis,1102,946,156,Alphahull-PointsKO-Adjacents,36624
Annona_sericea,205,135,70,Alphahull-PointsKO-Adjacents,21608
Annona_spinescens,82,0,82,Points-PointsKO-Adjacents,543
Annona_spraguei,73,51,22,Alphahull-PointsKO-Adjacents,832
Annona_squamosa,340,243,97,Alphahull-PointsKO-Adjacents,7447
Annona_sylvatica,1104,1011,93,Alphahull-PointsKO-Adjacents,24250
Annona_symphyocarpa,74,57,17,Alphahull-PointsKO-Adjacents,1543
Annona_tenuiflora,37,9,28,Points-PointsKO-Adjacents,295
Annona_tenuipes,30,23,7,Alphahull-PointsKO-Adjacents,373
Annona_trinitensis,81,32,49,Alphahull-PointsKO-Adjacents,1187
Annona_ubatubensis,5,0,5,Points-PointsKO-Adjacents,42
Annona_urbaniana,3,3,0,Points-PointsKO-Adjacents,27
Annona_vepretorum,132,110,22,Alphahull-PointsKO-Adjacents,2901
Annona_williamsii,55,35,20,Alphahull-PointsKO-Adjacents,2551
Anodopetalum_biglandulosum,1040,1018,22,Alphahull-PointsKO-Adjacents,941
Anogeissus_acuminata,16,2,14,Points-PointsKO-Adjacents,144
Anogeissus_bentii,6,1,5,Points-PointsKO-Adjacents,54
Anogeissus_dhofarica,33,25,8,Alphahull-PointsKO-Adjacents,79
Anogeissus_latifolia,10,1,9,Points-PointsKO-Adjacents,89
Anogeissus_leiocarpa,1729,1646,83,Alphahull-PointsKO-Adjacents,18139
Anogeissus_pendula,3,3,0,Points-PointsKO-Adjacents,27
Anogeissus_rivularis,0,0,0,NA,0
Anogeissus_sericea,1,1,0,Points-PointsKO-Adjacents,9
Anomospermum_grandifolium,32,5,27,Points-PointsKO-Adjacents,261
