sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Alluaudia_procera,47,38,9,Alphahull-PointsKO-Adjacents,579
Alluaudiopsis_fiherenensis,26,19,7,Points-PointsKO-Adjacents,89
Alluaudiopsis_marnieriana,11,6,5,Points-PointsKO-Adjacents,25
Almeidea_lilacina,39,21,18,Alphahull-PointsKO-Adjacents,724
Almeidea_limae,9,3,6,Points-PointsKO-Adjacents,55
Almeidea_longifolia,62,39,23,Alphahull-PointsKO-Adjacents,484
Almeidea_rubra,182,134,48,Alphahull-PointsKO-Adjacents,2245
Alniphyllum_eberhardtii,13,7,6,Points-PointsKO-Adjacents,117
Alniphyllum_fortunei,174,129,45,Alphahull-PointsKO-Adjacents,10745
Alniphyllum_pterospermum,118,94,24,Alphahull-PointsKO-Adjacents,257
Alnus_acuminata,1507,1346,161,Alphahull-PointsKO-Adjacents,10680
Alnus_alnobetula,2555,2126,429,Alphahull-PointsKO-Adjacents,144166
Alnus_cordata,241,169,72,Alphahull-PointsKO-Adjacents,7855
Alnus_cremastogyne,43,26,17,Alphahull-PointsKO-Adjacents,1865
Alnus_fauriei,90,68,22,Alphahull-PointsKO-Adjacents,397
Alnus_ferdinandi-coburgii,19,10,9,Points-PointsKO-Adjacents,171
Alnus_firma,292,226,66,Alphahull-PointsKO-Adjacents,1868
Alnus_formosana,182,167,15,Alphahull-PointsKO-Adjacents,284
Alnus_glutinosa,16590,14083,2507,Alphahull-PointsKO-Adjacents,60533
Alnus_glutipes,NA,NA,NA,NA,NA
Alnus_hakkodensis,NA,NA,NA,NA,NA
Alnus_henryi,0,0,0,NA,0
Alnus_hirsuta,327,221,106,Alphahull-PointsKO-Adjacents,3748
Alnus_incana,56896,51265,5631,Alphahull-PointsKO-Adjacents,186945
Alnus_japonica,195,67,128,Alphahull-PointsKO-Adjacents,1849
Alnus_jorullensis,560,524,36,Alphahull-PointsKO-Adjacents,4674
Alnus_lanata,3,3,0,Points-PointsKO-Adjacents,27
Alnus_mairei,0,0,0,NA,0
Alnus_mandshurica,5,0,5,Points-PointsKO-Adjacents,45
Alnus_maritima,36,19,17,Points-PointsKO-Adjacents,127
Alnus_matsumurae,80,65,15,Alphahull-PointsKO-Adjacents,570
Alnus_maximowiczii,135,89,46,Alphahull-PointsKO-Adjacents,2206
Alnus_nepalensis,139,109,30,Alphahull-PointsKO-Adjacents,5586
Alnus_nitida,12,6,6,Points-PointsKO-Adjacents,63
Alnus_oblongifolia,203,1,202,Points-PointsKO-Adjacents,916
Alnus_orientalis,0,0,0,NA,0
Alnus_paniculata,NA,NA,NA,NA,NA
Alnus_pendula,318,243,75,Alphahull-PointsKO-Adjacents,2826
Alnus_rhombifolia,1655,1468,187,Alphahull-PointsKO-Adjacents,13915
Alnus_rubra,2360,0,2360,Points-PointsKO-Adjacents,4537
Alnus_serrulata,1599,1249,350,Alphahull-PointsKO-Adjacents,28215
Alnus_serrulatoides,64,37,27,Alphahull-PointsKO-Adjacents,941
Alnus_sieboldiana,361,247,114,Alphahull-PointsKO-Adjacents,2731
Alnus_subcordata,3,2,1,Points-PointsKO-Adjacents,17
Alnus_trabeculosa,36,16,20,Points-PointsKO-Adjacents,322
Alnus_vermicularis,NA,NA,NA,NA,NA
Aloe_africana,15,8,7,Points-PointsKO-Adjacents,106
Aloe_alooides,4,3,1,Points-PointsKO-Adjacents,36
Aloe_angelica,7,0,7,Points-PointsKO-Adjacents,62
Aloe_antonii,2,2,0,Points-PointsKO-Adjacents,18
Aloe_arborescens,154,97,57,Alphahull-PointsKO-Adjacents,3884
Aloe_ballyi,9,4,5,Points-PointsKO-Adjacents,53
Aloe_castanea,21,15,6,Points-PointsKO-Adjacents,162
Aloe_comosa,8,5,3,Points-PointsKO-Adjacents,70
Aloe_elata,3,3,0,Points-PointsKO-Adjacents,27
Aloe_excelsa,6,0,6,Points-PointsKO-Adjacents,48
Aloe_eximia,2,2,0,Points-PointsKO-Adjacents,12
Aloe_ferox,118,84,34,Alphahull-PointsKO-Adjacents,2100
Aloe_gracilicaulis,3,3,0,Points-PointsKO-Adjacents,21
Aloe_helenae,12,5,7,Points-PointsKO-Adjacents,60
Aloe_khamiesensis,0,0,0,NA,0
Aloe_littoralis,65,31,34,Alphahull-PointsKO-Adjacents,3898
Aloe_marlothii,70,49,21,Alphahull-PointsKO-Adjacents,2461
Aloe_mawii,14,4,10,Points-PointsKO-Adjacents,92
Aloe_medishiana,4,4,0,Points-PointsKO-Adjacents,27
Aloe_miskatana,2,2,0,Points-PointsKO-Adjacents,16
Aloe_mubendiensis,4,4,0,Points-PointsKO-Adjacents,26
Aloe_munchii,0,0,0,NA,0
Aloe_peyrierasii,1,1,0,Points-PointsKO-Adjacents,8
Aloe_pluridens,16,7,9,Points-PointsKO-Adjacents,113
Aloe_rupestris,14,1,13,Points-PointsKO-Adjacents,118
Aloe_rupicola,1,1,0,Points-PointsKO-Adjacents,9
Aloe_speciosa,21,12,9,Points-PointsKO-Adjacents,165
Aloe_spectabilis,9,6,3,Points-PointsKO-Adjacents,61
Aloe_spicata,32,22,10,Alphahull-PointsKO-Adjacents,746
Aloe_suzannae,9,2,7,Points-PointsKO-Adjacents,53
Aloe_thraskii,8,0,8,Points-PointsKO-Adjacents,58
Aloe_tororoana,3,3,0,Points-PointsKO-Adjacents,21
Aloe_vaombe,25,12,13,Points-PointsKO-Adjacents,198
Aloe_vaotsanda,8,6,2,Points-PointsKO-Adjacents,39
Aloe_volkensii,29,15,14,Points-PointsKO-Adjacents,209
Aloidendron_barberae,13,3,10,Points-PointsKO-Adjacents,112
Aloidendron_dichotomum,103,85,18,Alphahull-PointsKO-Adjacents,2042
Aloidendron_eminens,11,8,3,Points-PointsKO-Adjacents,32
Aloidendron_pillansii,21,13,8,Points-PointsKO-Adjacents,98
Aloidendron_ramosissimum,19,11,8,Points-PointsKO-Adjacents,121
Aloysia_virgata,1134,991,143,Alphahull-PointsKO-Adjacents,56829
Alphandia_furfuracea,5,5,0,Points-PointsKO-Adjacents,39
Alphandia_resinosa,3,3,0,Points-PointsKO-Adjacents,6
Alphandia_verniciflua,5,5,0,Points-PointsKO-Adjacents,20
Alphitonia_carolinensis,1,1,0,Points-PointsKO-Adjacents,6
Alphitonia_cinerascens,0,0,0,NA,0
Alphitonia_erubescens,6,2,4,Points-PointsKO-Adjacents,33
Alphitonia_excelsa,6692,6360,332,Alphahull-PointsKO-Adjacents,27181
Alphitonia_ferruginea,23,16,7,Points-PointsKO-Adjacents,167
Alphitonia_franguloides,1,1,0,Points-PointsKO-Adjacents,9
Alphitonia_incana,23,2,21,Points-PointsKO-Adjacents,186
Alphitonia_macrocarpa,61,0,61,Points-PointsKO-Adjacents,323
Alphitonia_marquesensis,1,1,0,Points-PointsKO-Adjacents,9
Alphitonia_neocaledonica,25,16,9,Points-PointsKO-Adjacents,101
Alphitonia_oblata,255,183,72,Alphahull-PointsKO-Adjacents,4220
Alphitonia_petriei,291,241,50,Alphahull-PointsKO-Adjacents,1013
Alphitonia_philippinensis,16,2,14,Points-PointsKO-Adjacents,124
Alphitonia_pomaderroides,248,217,31,Alphahull-PointsKO-Adjacents,3951
Alphitonia_ponderosa,6,2,4,Points-PointsKO-Adjacents,47
Alphitonia_vieillardii,0,0,0,NA,0
Alphitonia_whitei,121,102,19,Alphahull-PointsKO-Adjacents,267
Alphonsea_boniana,18,0,18,Points-PointsKO-Adjacents,156
Alphonsea_borneensis,2,2,0,Points-PointsKO-Adjacents,18
Alphonsea_curtisii,0,0,0,NA,0
Alphonsea_cylindrica,3,3,0,Points-PointsKO-Adjacents,25
Alphonsea_elliptica,1,1,0,Points-PointsKO-Adjacents,9
Alphonsea_gaudichaudiana,2,2,0,Points-PointsKO-Adjacents,18
Alphonsea_glabrifolia,16,6,10,Points-PointsKO-Adjacents,138
Alphonsea_hainanensis,8,1,7,Points-PointsKO-Adjacents,63
Alphonsea_havilandii,0,0,0,NA,0
Alphonsea_hortensis,0,0,0,NA,0
Alphonsea_javanica,12,0,12,Points-PointsKO-Adjacents,106
Alphonsea_johorensis,2,0,2,Points-PointsKO-Adjacents,18
Alphonsea_keithii,NA,NA,NA,NA,NA
Alphonsea_kinabaluensis,4,0,4,Points-PointsKO-Adjacents,27
Alphonsea_kingii,0,0,0,NA,0
Alphonsea_lucida,2,2,0,Points-PointsKO-Adjacents,18
Alphonsea_lutea,0,0,0,NA,0
Alphonsea_madraspatana,NA,NA,NA,NA,NA
Alphonsea_maingayi,4,0,4,Points-PointsKO-Adjacents,23
Alphonsea_malayana,1,1,0,Points-PointsKO-Adjacents,9
Alphonsea_mollis,7,1,6,Points-PointsKO-Adjacents,63
Alphonsea_monogyna,17,0,17,Points-PointsKO-Adjacents,144
Alphonsea_philastreana,0,0,0,NA,0
Alphonsea_sclerocarpa,2,0,2,Points-PointsKO-Adjacents,12
Alphonsea_siamensis,2,2,0,Points-PointsKO-Adjacents,18
Alphonsea_sonlaensis,NA,NA,NA,NA,NA
Alphonsea_squamosa,2,2,0,Points-PointsKO-Adjacents,18
Alphonsea_teysmannii,1,0,1,Points-PointsKO-Adjacents,9
Alphonsea_tonquinensis,3,3,0,Points-PointsKO-Adjacents,18
Alphonsea_tsangyanensis,0,0,0,NA,0
Alphonsea_ventricosa,1,1,0,Points-PointsKO-Adjacents,9
Alphonsea_zeylanica,4,3,1,Points-PointsKO-Adjacents,33
Alseis_blackiana,95,73,22,Alphahull-PointsKO-Adjacents,1433
Alseis_costaricensis,40,29,11,Alphahull-PointsKO-Adjacents,365
Alseis_eggersii,33,21,12,Alphahull-PointsKO-Adjacents,779
Alseis_floribunda,758,652,106,Alphahull-PointsKO-Adjacents,22252
Alseis_gardneri,4,4,0,Points-PointsKO-Adjacents,14
Alseis_hondurensis,12,6,6,Points-PointsKO-Adjacents,104
Alseis_involuta,39,15,24,Points-PointsKO-Adjacents,252
Alseis_labatioides,8,2,6,Points-PointsKO-Adjacents,72
Alseis_latifolia,54,1,53,Points-PointsKO-Adjacents,403
Alseis_longifolia,34,0,34,Points-PointsKO-Adjacents,245
Alseis_lugonis,19,12,7,Points-PointsKO-Adjacents,117
Alseis_microcarpa,41,12,29,Points-PointsKO-Adjacents,293
Alseis_mutisii,28,17,11,Points-PointsKO-Adjacents,205
Alseis_peruviana,33,15,18,Points-PointsKO-Adjacents,254
Alseis_pickelii,188,128,60,Alphahull-PointsKO-Adjacents,1471
Alseis_reticulata,30,0,30,Points-PointsKO-Adjacents,246
Alseis_smithii,20,13,7,Points-PointsKO-Adjacents,106
Alseis_yucatanensis,266,247,19,Alphahull-PointsKO-Adjacents,2156
Alseodaphne_albifrons,0,0,0,NA,0
Alseodaphne_andersonii,8,1,7,Points-PointsKO-Adjacents,70
Alseodaphne_archboldiana,6,0,6,Points-PointsKO-Adjacents,52
Alseodaphne_bancana,5,0,5,Points-PointsKO-Adjacents,45
Alseodaphne_birmanica,NA,NA,NA,NA,NA
Alseodaphne_borneensis,3,3,0,Points-PointsKO-Adjacents,27
Alseodaphne_coriacea,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_dura,NA,NA,NA,NA,NA
Alseodaphne_elmeri,5,5,0,Points-PointsKO-Adjacents,44
Alseodaphne_elongata,0,0,0,NA,0
Alseodaphne_foxiana,0,0,0,NA,0
Alseodaphne_garciniicarpa,0,0,0,NA,0
Alseodaphne_glauciflora,0,0,0,NA,0
Alseodaphne_glaucina,0,0,0,NA,0
Alseodaphne_gracilis,NA,NA,NA,NA,NA
Alseodaphne_griffithii,0,0,0,NA,0
Alseodaphne_habrotricha,0,0,0,NA,0
Alseodaphne_hainanensis,6,1,5,Points-PointsKO-Adjacents,50
Alseodaphne_himalayana,NA,NA,NA,NA,NA
Alseodaphne_hokouensis,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_huanglianshanensis,NA,NA,NA,NA,NA
Alseodaphne_insignis,6,1,5,Points-PointsKO-Adjacents,51
Alseodaphne_intermedia,0,0,0,NA,0
Alseodaphne_keenanii,8,0,8,Points-PointsKO-Adjacents,70
Alseodaphne_khasyana,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_kochummenii,0,0,0,NA,0
Alseodaphne_lanuginosa,0,0,0,NA,0
Alseodaphne_longipes,0,0,0,NA,0
Alseodaphne_macrantha,NA,NA,NA,NA,NA
Alseodaphne_marlipoensis,2,2,0,Points-PointsKO-Adjacents,18
Alseodaphne_medogensis,4,4,0,Points-PointsKO-Adjacents,36
Alseodaphne_micrantha,NA,NA,NA,NA,NA
Alseodaphne_montana,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_nigrescens,0,0,0,NA,0
Alseodaphne_oblanceolata,2,1,1,Points-PointsKO-Adjacents,16
Alseodaphne_owdenii,0,0,0,NA,0
Alseodaphne_paludosa,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_peduncularis,7,0,7,Points-PointsKO-Adjacents,48
Alseodaphne_pendulifolia,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_perakensis,2,2,0,Points-PointsKO-Adjacents,18
Alseodaphne_petiolaris,5,0,5,Points-PointsKO-Adjacents,45
Alseodaphne_philippinensis,2,2,0,Points-PointsKO-Adjacents,9
Alseodaphne_ramosii,NA,NA,NA,NA,NA
Alseodaphne_reticulata,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_rhododendropsis,0,0,0,NA,0
Alseodaphne_ridleyi,0,0,0,NA,0
Alseodaphne_rubriflora,NA,NA,NA,NA,NA
Alseodaphne_rubrolignea,2,2,0,Points-PointsKO-Adjacents,18
Alseodaphne_rugosa,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_semecarpifolia,6,0,6,Points-PointsKO-Adjacents,54
Alseodaphne_siamensis,0,0,0,NA,0
Alseodaphne_sichourensis,5,5,0,Points-PointsKO-Adjacents,45
Alseodaphne_suboppositifolia,0,0,0,NA,0
Alseodaphne_sulcata,NA,NA,NA,NA,NA
Alseodaphne_tomentosa,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_tonkinensis,0,0,0,NA,0
Alseodaphne_utilis,1,1,0,Points-PointsKO-Adjacents,9
Alseodaphne_wrayi,2,2,0,Points-PointsKO-Adjacents,18
Alseodaphne_yunnanensis,NA,NA,NA,NA,NA
Alsodeiopsis_poggei,14,4,10,Points-PointsKO-Adjacents,93
Alsodeiopsis_schumannii,46,37,9,Alphahull-PointsKO-Adjacents,310
Alsodeiopsis_staudtii,46,28,18,Alphahull-PointsKO-Adjacents,453
Alsodeiopsis_zenkeri,10,3,7,Points-PointsKO-Adjacents,63
Alstonia_actinophylla,648,586,62,Alphahull-PointsKO-Adjacents,7253
Alstonia_angustifolia,6,0,6,Points-PointsKO-Adjacents,51
Alstonia_angustiloba,4,0,4,Points-PointsKO-Adjacents,36
Alstonia_annamensis,1,1,0,Points-PointsKO-Adjacents,9
Alstonia_balansae,15,6,9,Points-PointsKO-Adjacents,88
Alstonia_beatricis,0,0,0,NA,0
Alstonia_boonei,213,142,71,Alphahull-PointsKO-Adjacents,6395
Alstonia_boulindaensis,1,1,0,Points-PointsKO-Adjacents,9
Alstonia_breviloba,2,2,0,Points-PointsKO-Adjacents,18
Alstonia_congensis,128,85,43,Alphahull-PointsKO-Adjacents,2737
Alstonia_constricta,1073,1032,41,Alphahull-PointsKO-Adjacents,11756
Alstonia_coriacea,12,6,6,Points-PointsKO-Adjacents,53
Alstonia_costata,50,24,26,Alphahull-PointsKO-Adjacents,182
Alstonia_iwahigensis,8,1,7,Points-PointsKO-Adjacents,64
Alstonia_lanceolata,11,7,4,Points-PointsKO-Adjacents,53
Alstonia_lanceolifera,4,4,0,Points-PointsKO-Adjacents,26
Alstonia_legouixiae,16,8,8,Points-PointsKO-Adjacents,64
Alstonia_lenormandii,7,3,4,Points-PointsKO-Adjacents,50
Alstonia_longifolia,195,143,52,Alphahull-PointsKO-Adjacents,3554
Alstonia_macrophylla,27,2,25,Points-PointsKO-Adjacents,222
Alstonia_muelleriana,147,131,16,Alphahull-PointsKO-Adjacents,295
Alstonia_odontophora,6,2,4,Points-PointsKO-Adjacents,36
Alstonia_parvifolia,1,1,0,Points-PointsKO-Adjacents,9
Alstonia_penangiana,0,0,0,NA,0
Alstonia_pneumatophora,6,0,6,Points-PointsKO-Adjacents,52
Alstonia_quaternata,3,3,0,Points-PointsKO-Adjacents,25
Alstonia_rostrata,14,2,12,Points-PointsKO-Adjacents,122
Alstonia_rubiginosa,3,2,1,Points-PointsKO-Adjacents,26
Alstonia_rupestris,0,0,0,NA,0
Alstonia_scholaris,264,154,110,Alphahull-PointsKO-Adjacents,7420
Alstonia_sebusi,4,4,0,Points-PointsKO-Adjacents,36
Alstonia_spatulata,11,0,11,Points-PointsKO-Adjacents,52
Alstonia_spectabilis,330,264,66,Alphahull-PointsKO-Adjacents,4539
Alstonia_sphaerocapitata,0,0,0,NA,0
Alstonia_venenata,3,3,0,Points-PointsKO-Adjacents,27
Alstonia_vieillardii,8,4,4,Points-PointsKO-Adjacents,45
Alternanthera_rugulosa,2,2,0,Points-PointsKO-Adjacents,18
Altingia_chinensis,6,2,4,Points-PointsKO-Adjacents,52
Altingia_excelsa,14,1,13,Points-PointsKO-Adjacents,121
Altingia_gracilipes,8,1,7,Points-PointsKO-Adjacents,72
Altingia_multinervis,NA,NA,NA,NA,NA
Altingia_obovata,1,1,0,Points-PointsKO-Adjacents,9
Altingia_siamensis,5,5,0,Points-PointsKO-Adjacents,39
Altingia_tenuifolia,0,0,0,NA,0
Altingia_yunnanensis,0,0,0,NA,0
Alvaradoa_amorphoides,812,712,100,Alphahull-PointsKO-Adjacents,9151
Alvaradoa_arborescens,13,0,13,Points-PointsKO-Adjacents,70
Alvaradoa_haitiensis,20,12,8,Points-PointsKO-Adjacents,146
Alvaradoa_jamaicensis,3,3,0,Points-PointsKO-Adjacents,25
Alvaradoa_lewisii,3,3,0,Points-PointsKO-Adjacents,24
Alvaradoa_subovata,43,28,15,Alphahull-PointsKO-Adjacents,239
Alyxia_ilicifolia,193,160,33,Alphahull-PointsKO-Adjacents,654
Alyxia_magnifolia,182,147,35,Alphahull-PointsKO-Adjacents,624
Alyxia_orophila,49,39,10,Alphahull-PointsKO-Adjacents,102
Alyxia_sinensis,91,66,25,Alphahull-PointsKO-Adjacents,4856
Alzatea_verticillata,174,120,54,Alphahull-PointsKO-Adjacents,1769
Amaioua_brevidentata,8,0,8,Points-PointsKO-Adjacents,60
Amaioua_contracta,8,0,8,Points-PointsKO-Adjacents,70
Amaioua_glomerulata,825,634,191,Alphahull-PointsKO-Adjacents,44385
Amaioua_guianensis,1326,1167,159,Alphahull-PointsKO-Adjacents,107484
Amaioua_intermedia,720,624,96,Alphahull-PointsKO-Adjacents,15073
Amaioua_magnicarpa,23,11,12,Points-PointsKO-Adjacents,106
Amaioua_monteiroi,7,0,7,Points-PointsKO-Adjacents,63
Amaioua_pedicellata,63,50,13,Alphahull-PointsKO-Adjacents,429
Amaioua_pilosa,74,49,25,Alphahull-PointsKO-Adjacents,3775
Amanoa_almerindae,16,2,14,Points-PointsKO-Adjacents,129
Amanoa_anomala,0,0,0,NA,0
Amanoa_bracteosa,32,19,13,Points-PointsKO-Adjacents,209
Amanoa_caribaea,5,4,1,Points-PointsKO-Adjacents,22
Amanoa_congesta,13,0,13,Points-PointsKO-Adjacents,102
Amanoa_cupatensis,4,4,0,Points-PointsKO-Adjacents,36
Amanoa_glaucophylla,89,49,40,Alphahull-PointsKO-Adjacents,12145
Amanoa_gracillima,6,0,6,Points-PointsKO-Adjacents,53
Amanoa_guianensis,518,386,132,Alphahull-PointsKO-Adjacents,53221
Amanoa_nanayensis,24,12,12,Points-PointsKO-Adjacents,160
Amanoa_neglecta,1,1,0,Points-PointsKO-Adjacents,9
Amanoa_oblongifolia,112,76,36,Alphahull-PointsKO-Adjacents,7622
Amanoa_sinuosa,17,3,14,Points-PointsKO-Adjacents,132
Amanoa_steyermarkii,17,9,8,Points-PointsKO-Adjacents,98
Amanoa_strobilacea,12,5,7,Points-PointsKO-Adjacents,68
Amaracarpus_attenuatus,9,2,7,Points-PointsKO-Adjacents,76
Amaracarpus_belensis,5,5,0,Points-PointsKO-Adjacents,39
Amaracarpus_brassii,3,3,0,Points-PointsKO-Adjacents,21
Amaracarpus_compactus,10,1,9,Points-PointsKO-Adjacents,84
Amaracarpus_grandifolius,23,10,13,Points-PointsKO-Adjacents,160
Amaracarpus_nematopodus,93,83,10,Alphahull-PointsKO-Adjacents,160
Amaracarpus_xanthocarpus,1,1,0,Points-PointsKO-Adjacents,9
Amaroria_soulameoides,0,0,0,NA,0
Ambavia_capuronii,30,16,14,Points-PointsKO-Adjacents,170
Ambavia_gerrardii,94,67,27,Alphahull-PointsKO-Adjacents,585
Ambelania_acida,310,260,50,Alphahull-PointsKO-Adjacents,26926
Ambelania_duckei,32,16,16,Points-PointsKO-Adjacents,212
Ambelania_occidentalis,61,44,17,Alphahull-PointsKO-Adjacents,2418
Ambilobea_madagascariensis,33,23,10,Alphahull-PointsKO-Adjacents,107
Amblygonocarpus_andongensis,69,30,39,Alphahull-PointsKO-Adjacents,772
Amborella_trichopoda,70,60,10,Alphahull-PointsKO-Adjacents,87
Ambrosia_carduacea,50,32,18,Alphahull-PointsKO-Adjacents,820
Amburana_acreana,21,3,18,Points-PointsKO-Adjacents,185
Amburana_cearensis,480,392,88,Alphahull-PointsKO-Adjacents,19736
Amelanchier_alnifolia,3969,3757,212,Alphahull-PointsKO-Adjacents,46416
Amelanchier_arborea,2176,1771,405,Alphahull-PointsKO-Adjacents,45762
Amelanchier_asiatica,100,56,44,Alphahull-PointsKO-Adjacents,1270
Amelanchier_bartramiana,782,655,127,Alphahull-PointsKO-Adjacents,30916
Amelanchier_canadensis,550,373,177,Alphahull-PointsKO-Adjacents,16536
Amelanchier_cusickii,218,132,86,Alphahull-PointsKO-Adjacents,8644
Amelanchier_interior,201,130,71,Alphahull-PointsKO-Adjacents,6770
Amelanchier_laevis,1142,964,178,Alphahull-PointsKO-Adjacents,32436
Amelanchier_pallida,358,323,35,Alphahull-PointsKO-Adjacents,4540
Amelanchier_sanguinea,367,275,92,Alphahull-PointsKO-Adjacents,20116
Amelanchier_sinica,16,6,10,Points-PointsKO-Adjacents,144
Amelanchier_utahensis,2283,2204,79,Alphahull-PointsKO-Adjacents,28355
Amentotaxus_argotaenia,52,22,30,Alphahull-PointsKO-Adjacents,4695
Amentotaxus_assamica,1,1,0,Points-PointsKO-Adjacents,9
Amentotaxus_formosana,24,18,6,Points-PointsKO-Adjacents,57
Amentotaxus_hatuyenensis,0,0,0,NA,0
Amentotaxus_poilanei,1,1,0,Points-PointsKO-Adjacents,9
Amentotaxus_yunnanensis,12,8,4,Points-PointsKO-Adjacents,103
Amesiodendron_chinense,30,8,22,Points-PointsKO-Adjacents,240
Amherstia_nobilis,1,0,1,Points-PointsKO-Adjacents,9
Ammodendron_conollyi,1,1,0,Points-PointsKO-Adjacents,9
Ammodendron_karelinii,0,0,0,NA,0
Ammopiptanthus_nanus,0,0,0,NA,0
Amolinia_heydeana,12,7,5,Points-PointsKO-Adjacents,64
Amomyrtella_guilii,16,0,16,Points-PointsKO-Adjacents,124
Amomyrtella_irregularis,3,3,0,Points-PointsKO-Adjacents,18
Amomyrtus_luma,51,33,18,Alphahull-PointsKO-Adjacents,1362
Amomyrtus_meli,12,0,12,Points-PointsKO-Adjacents,101
Ampelocera_albertiae,8,6,2,Points-PointsKO-Adjacents,39
Ampelocera_cubensis,9,1,8,Points-PointsKO-Adjacents,76
Ampelocera_edentula,561,465,96,Alphahull-PointsKO-Adjacents,65763
Ampelocera_glabra,48,0,48,Points-PointsKO-Adjacents,367
Ampelocera_hottlei,103,92,11,Alphahull-PointsKO-Adjacents,2015
Ampelocera_macphersonii,51,27,24,Alphahull-PointsKO-Adjacents,1274
Ampelocera_macrocarpa,92,67,25,Alphahull-PointsKO-Adjacents,1506
Ampelocera_pubescens,0,0,0,NA,0
Ampelocera_ruizii,182,155,27,Alphahull-PointsKO-Adjacents,6748
Ampelocera_verrucosa,5,5,0,Points-PointsKO-Adjacents,39
Ampelocissus_dekindtiana,NA,NA,NA,NA,NA
Ampelozizyphus_amazonicus,81,41,40,Alphahull-PointsKO-Adjacents,4225
Amphimas_ferrugineus,40,25,15,Alphahull-PointsKO-Adjacents,1456
Amphimas_pterocarpoides,88,47,41,Alphahull-PointsKO-Adjacents,1704
Amphimas_tessmannii,0,0,0,NA,0
Amphiodon_effusus,273,224,49,Alphahull-PointsKO-Adjacents,22098
Amphipterygium_adstringens,418,365,53,Alphahull-PointsKO-Adjacents,3621
Amphipterygium_amplifolium,5,1,4,Points-PointsKO-Adjacents,30
Amphipterygium_glaucum,5,4,1,Points-PointsKO-Adjacents,45
Amphipterygium_molle,9,1,8,Points-PointsKO-Adjacents,52
Amphipterygium_simplicifolium,8,0,8,Points-PointsKO-Adjacents,50
Amphirrhox_longifolia,757,617,140,Alphahull-PointsKO-Adjacents,48447
Amphitecna_apiculata,131,108,23,Alphahull-PointsKO-Adjacents,1374
Amphitecna_breedlovei,40,30,10,Alphahull-PointsKO-Adjacents,613
Amphitecna_costata,3,3,0,Points-PointsKO-Adjacents,27
Amphitecna_donnell-smithii,9,3,6,Points-PointsKO-Adjacents,56
Amphitecna_gentryi,32,22,10,Alphahull-PointsKO-Adjacents,101
Amphitecna_isthmica,69,51,18,Alphahull-PointsKO-Adjacents,806
Amphitecna_kennedyae,58,35,23,Alphahull-PointsKO-Adjacents,436
Amphitecna_latifolia,274,167,107,Alphahull-PointsKO-Adjacents,5537
Amphitecna_lundellii,3,3,0,Points-PointsKO-Adjacents,23
Amphitecna_macrophylla,26,13,13,Points-PointsKO-Adjacents,177
Amphitecna_molinae,10,6,4,Points-PointsKO-Adjacents,55
Amphitecna_montana,41,34,7,Alphahull-PointsKO-Adjacents,116
Amphitecna_regalis,30,22,8,Alphahull-PointsKO-Adjacents,123
Amphitecna_sessilifolia,91,79,12,Alphahull-PointsKO-Adjacents,310
Amphitecna_silvicola,26,19,7,Points-PointsKO-Adjacents,100
Amphitecna_spathicalyx,3,1,2,Points-PointsKO-Adjacents,12
Amphitecna_steyermarkii,14,5,9,Points-PointsKO-Adjacents,108
Amphitecna_tuxtlensis,66,55,11,Alphahull-PointsKO-Adjacents,536
Amphorogyne_celastroides,5,5,0,Points-PointsKO-Adjacents,40
Amphorogyne_spicata,6,3,3,Points-PointsKO-Adjacents,38
Amphorogyne_staufferi,4,4,0,Points-PointsKO-Adjacents,27
Amygdalus_bucharica,2,2,0,Points-PointsKO-Adjacents,18
Amyrea_celastroides,6,3,3,Points-PointsKO-Adjacents,32
Amyrea_grandifolia,8,5,3,Points-PointsKO-Adjacents,42
Amyrea_humbertii,67,50,17,Alphahull-PointsKO-Adjacents,1440
Amyrea_lancifolia,3,3,0,Points-PointsKO-Adjacents,18
Amyrea_remotiflora,5,5,0,Points-PointsKO-Adjacents,42
Amyrea_sambiranensis,22,14,8,Points-PointsKO-Adjacents,96
Amyrea_stenocarpa,8,5,3,Points-PointsKO-Adjacents,15
Amyris_apiculata,2,2,0,Points-PointsKO-Adjacents,18
Amyris_attenuata,23,2,21,Points-PointsKO-Adjacents,129
Amyris_balsamifera,161,75,86,Alphahull-PointsKO-Adjacents,3935
Amyris_brenesii,39,32,7,Alphahull-PointsKO-Adjacents,208
Amyris_chiapensis,3,3,0,Points-PointsKO-Adjacents,21
Amyris_crebrinervis,7,1,6,Points-PointsKO-Adjacents,54
Amyris_diatrypa,52,30,22,Alphahull-PointsKO-Adjacents,436
Amyris_elemifera,350,262,88,Alphahull-PointsKO-Adjacents,5794
Amyris_guatemalensis,6,2,4,Points-PointsKO-Adjacents,54
